ilpn,ilpn_status,ASN,PO,SKU,qty,length,hieght,width,Current_location,Found_location,ASN_status
6.77012E+13,In transit,120045270,5038141,354869,71,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045257,4038132,354843,82,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045236,4038102,10741038,22,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045239,4038115,12741083,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045231,4056769,11750505,47,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045236,4038103,12741040,33,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038152,354895,63,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045236,4038104,12741042,1,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045236,4038103,12741040,24,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038153,354897,4,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045272,5038150,354891,91,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045273,5038152,354895,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045272,5038151,354893,55,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045257,4038129,354834,53,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045233,4056761,10748099,14,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045271,5038147,354884,42,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045273,5038152,354895,55,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045272,5038149,354887,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045236,4038104,12741042,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038129,354834,77,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045256,4038128,354826,5,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045256,4038126,354821,76,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045237,4038105,12741049,32,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045272,5038151,354893,67,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045240,4038117,12741088,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045238,4038109,12741060,49,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045271,5038144,354877,14,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045259,4038138,354861,47,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045233,4056761,10748098,32,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045272,5038149,354887,6,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045258,4038133,354848,53,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045239,4038116,12741085,84,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045259,4038137,354859,14,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045231,4056769,11750505,32,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038153,354897,97,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038109,12741059,36,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045259,4038140,354865,18,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045256,4038125,354815,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045231,4056769,11750502,59,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045236,4038101,10741034,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045239,4038114,12741078,40,12.6,3.8,5.2,Unknown,CUBIST,Receiving started
6.77012E+13,In transit,120045238,4038110,12741066,62,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045259,4038140,354865,3,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045272,5038151,354893,13,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045273,5038152,354894,26,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045270,5038141,354869,83,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045240,4038119,12741098,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045240,4038117,12741088,61,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045259,4038137,354860,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045233,4056761,10748097,21,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045270,5038141,354869,75,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045272,5038151,354893,39,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045257,4038132,354844,51,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045272,5038150,354891,41,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045237,4038106,12741051,51,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045240,4038119,12741098,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045239,4038116,12741084,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045258,4038134,354852,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045270,5038141,354871,63,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045257,4038131,354839,82,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045232,4056765,10743940,69,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045255,4038122,354811,44,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045255,4038123,354812,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045240,4038119,12741095,82,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045235,4056796,10748225,37,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045232,4056764,10743934,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045270,5038142,354873,34,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045272,5038149,354889,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045256,4038127,354825,62,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045232,4056764,10748093,46,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045237,4038106,12741052,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045239,4038114,12741078,28,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045235,4056796,10748227,46,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045258,4038133,354850,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045237,4038105,12741047,2,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045239,4038116,12741084,2,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045258,4038134,354853,8,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045257,4038130,354836,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045235,4056796,10748225,13,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045236,4038102,10741038,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045239,4038113,12741074,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045270,5038141,354869,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045271,5038145,354880,99,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045231,4056769,11750521,32,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045231,4056768,11750506,18,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045240,4038117,12741088,81,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045238,4038110,12741064,49,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045258,4038133,354849,12,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045235,4056796,10748226,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045271,5038145,354880,31,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045256,4038128,354856,93,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045259,4038138,354862,6,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045238,4038110,12741066,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045233,4056760,10748202,63,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045238,4038109,12741059,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045270,5038140,354867,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045273,5038153,354897,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045272,5038149,354888,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045257,4038132,354847,49,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045256,4038128,354857,93,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038129,354830,75,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045273,5038153,354896,22,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045259,4038137,354860,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045231,4056769,11750505,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045237,4038106,12741052,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045270,5038143,354876,44,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045236,4038102,10741036,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038130,354835,29,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045270,5038142,354872,23,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045239,4038115,12741081,26,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045240,4038118,12741092,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045238,4038112,12741070,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045257,4038132,354844,97,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045258,4038133,354848,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045232,4056765,10743940,60,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045232,4056764,10742301,1,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045271,5038145,354879,53,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045271,5038145,354880,88,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045271,5038144,354878,63,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045273,5038152,354895,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045255,4038122,354811,88,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045273,5038153,354897,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045256,4038126,354819,0,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045259,4038140,354866,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038109,12741061,94,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038130,354837,26,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045270,5038141,354869,76,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045272,5038150,354890,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045239,4038113,12741074,10,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045258,4038133,354848,4,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045256,4038125,354816,65,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045255,4038123,354812,22,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045272,5038148,354886,53,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045270,5038140,354868,72,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038111,12741068,11,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045238,4038112,12741070,47,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045231,4056768,11750506,28,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045237,4038105,12741047,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038152,354894,18,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045273,5038153,354896,54,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045239,4038114,12741080,37,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045255,4038123,354812,44,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045237,4038106,12741053,18,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045272,5038150,354891,11,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045239,4038113,12741076,22,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045234,4056792,10748211,43,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045257,4038131,354840,22,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045270,5038141,354869,30,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045272,5038149,354888,79,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045232,4056765,10743939,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045271,5038144,354878,13,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045234,4056793,10748215,21,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045255,4038123,354813,77,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045258,4038133,354848,62,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045240,4038119,12741096,51,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045233,4056761,10748097,71,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045271,5038144,354877,57,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045272,5038149,354889,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045273,5038153,354896,61,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045238,4038112,12741071,99,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045238,4038109,12741060,21,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045236,4038102,10741036,52,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045272,5038150,354891,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045272,5038149,354889,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045235,4056797,10748228,43,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045273,5038153,354896,80,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045233,4056761,10748097,79,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045238,4038111,12741069,8,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045273,5038153,354897,94,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045258,4038133,354849,11,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045238,4038111,12741067,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045271,5038144,354878,83,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038109,12741059,19,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045255,4038122,354810,41,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045257,4038130,354836,77,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038129,354832,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045236,4038102,10741037,47,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045259,4038137,354859,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045271,5038144,354877,56,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045256,4038126,354821,50,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045256,4038128,354856,43,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045232,4056765,10743940,5,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045257,4038131,354840,38,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038153,354896,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045236,4038101,10741034,50,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77012E+13,In transit,120045270,5038142,354873,30,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045272,5038150,354891,43,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045239,4038116,12741084,91,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045272,5038150,354890,16,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045256,4038128,354857,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045231,4056769,11750505,19,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045259,4038139,354864,53,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045270,5038143,354875,50,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045273,5038152,354894,42,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045257,4038131,354841,5,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045272,5038148,354886,97,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045256,4038128,354857,95,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045273,5038153,354897,47,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045259,4038140,354866,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045259,4038139,354863,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045271,5038147,354884,31,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045256,4038126,354820,85,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045271,5038145,354880,88,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045239,4038115,12741083,87,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045257,4038129,354832,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045259,4038139,354864,3,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045272,5038149,354887,12,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045240,4038118,12741094,31,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045272,5038150,354891,71,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038111,12741069,29,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045273,5038152,354895,67,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045271,5038145,354879,43,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045259,4038139,354863,9,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045271,5038146,354881,10,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045270,5038142,354873,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045256,4038128,354828,18,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045272,5038150,354891,34,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045259,4038137,354860,94,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77012E+13,In transit,120045238,4038112,12741073,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045256,4038128,354827,96,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045235,4056796,10748226,38,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045271,5038145,354880,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045272,5038148,354886,13,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045273,5038152,354895,39,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045238,4038109,12741062,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77012E+13,In transit,120045257,4038129,354833,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77012E+13,In transit,120045271,5038147,354884,7,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77012E+13,In transit,120045271,5038146,354882,39,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77012E+13,In transit,120045272,5038150,354891,44,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77012E+13,In transit,120045237,4038108,12741057,16,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77012E+13,In transit,120045258,4038135,354854,42,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045259,4038140,354865,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77013E+13,In transit,120045270,5038140,354867,68,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77013E+13,In transit,120045272,5038148,354885,77,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77013E+13,In transit,120045256,4038126,354819,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045272,5038150,354891,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77013E+13,In transit,120045270,5038140,354867,42,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77013E+13,In transit,120045271,5038145,354880,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77013E+13,In transit,120045231,4056769,11750501,85,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045233,4056761,10748200,75,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045240,4038119,12741096,79,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045239,4038113,12741075,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045238,4038110,12741065,98,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045272,5038151,354892,81,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77013E+13,In transit,120045237,4038107,12741055,81,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045239,4038115,12741083,37,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77013E+13,In transit,120045238,4038109,12741060,59,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045235,4056796,10748226,55,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045236,4038104,12741043,54,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77013E+13,In transit,120045257,4038132,354843,96,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77013E+13,In transit,120045259,4038137,354859,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77013E+13,In transit,120045272,5038151,354893,35,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
